date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:42:16	202/202	---M--	200	added ('OK')	image/png	etag:%225afd494f-ca%22	http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-bg_diagonals-thick_18_b81900_40x40.png	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-bg_diagonals-thick_18_b81900_40x40.png	(from http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/jquery-ui.css)
09:42:17	3769/3769	---M--	200	added ('OK')	image/png	etag:%225afd494f-eb9%22	http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-icons_222222_256x240.png	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-icons_222222_256x240.png	(from http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/jquery-ui.css)
09:42:18	3769/3769	---M--	200	added ('OK')	image/png	etag:%225afd494f-eb9%22	http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-icons_ffffff_256x240.png	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-icons_ffffff_256x240.png	(from http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/jquery-ui.css)
09:42:18	3766/3766	---M--	200	added ('OK')	image/png	etag:%225afd494f-eb6%22	http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-icons_ef8c08_256x240.png	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-icons_ef8c08_256x240.png	(from http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/jquery-ui.css)
09:42:18	46274/46274	---MC-	200	added ('OK')	text/javascript	date:Wed,%2016%20Jan%202019%2020:01:45%20GMT	http://www.google-analytics.com/ga.js	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/www.google-analytics.com/ga.js	(from http://www.onyxsports.co/)
09:42:18	3766/3766	---M--	200	added ('OK')	image/png	etag:%225afd494f-eb6%22	http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-icons_228ef1_256x240.png	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-icons_228ef1_256x240.png	(from http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/jquery-ui.css)
09:42:19	160/160	---M--	200	added ('OK')	image/png	etag:%225afd494f-a0%22	http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-bg_diagonals-thick_20_666666_40x40.png	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-bg_diagonals-thick_20_666666_40x40.png	(from http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/jquery-ui.css)
09:42:19	3766/3766	---M--	200	added ('OK')	image/png	etag:%225afd494f-eb6%22	http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-icons_ffd27a_256x240.png	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-icons_ffd27a_256x240.png	(from http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/jquery-ui.css)
09:42:19	71/71	---M--	200	added ('OK')	image/png	etag:%225afd494f-47%22	http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-bg_flat_10_000000_40x100.png	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/images/ui-bg_flat_10_000000_40x100.png	(from http://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.11.4/jquery-ui.css)
09:42:20	3897/3897	---M--	200	added ('OK')	image/gif	etag:%225abbb2cf-f39%22	http://blueimp.github.io/Gallery/img/loading.gif	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/blueimp.github.io/Gallery/img/loading.gif	(from http://blueimp.github.io/Gallery/css/blueimp-gallery.min.css)
09:42:20	2216/2216	---M--	200	added ('OK')	image/png	etag:%225abbb2cf-8a8%22	http://blueimp.github.io/Gallery/img/error.png	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/blueimp.github.io/Gallery/img/error.png	(from http://blueimp.github.io/Gallery/css/blueimp-gallery.min.css)
09:42:20	606/606	---M--	200	added ('OK')	image/png	etag:%225abbb2cf-25e%22	http://blueimp.github.io/Gallery/img/play-pause.png	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/blueimp.github.io/Gallery/img/play-pause.png	(from http://blueimp.github.io/Gallery/css/blueimp-gallery.min.css)
09:42:20	2811/2811	---M--	200	added ('OK')	image/png	etag:%225abbb2cf-afb%22	http://blueimp.github.io/Gallery/img/video-play.png	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/blueimp.github.io/Gallery/img/video-play.png	(from http://blueimp.github.io/Gallery/css/blueimp-gallery.min.css)
09:42:21	364/364	---MC-	200	added ('OK')	image/png	date:Fri,%2023%20Oct%202015%2003:04:40%20GMT	http://www.onyxsports.co/static/imgs/bg2.png	C:/Websites/Onyx/Webhook%20Static%20Copy/Onyx/www.onyxsports.co/static/imgs/bg2.png	(from http://www.onyxsports.co/static/css/2d1ef0ca.bootstrap.css)
